Company_name,layoff_size,dates,Ticker
ABACUS TECHNOLOGY,1624.0,"['2011-03-02', '2017-08-04', '2020-04-25', '2022-10-27', '2024-04-09']",
ABACUS TECHNOLOGY KENNEDY SPACE CENTER CAPE CANAVERAL,388.0,['2017-08-04'],
ABB BALDOR ELECTRIC COMPANY,1290.0,"['2012-06-26', '2014-07-21', '2014-09-19', '2014-11-21', '2015-10-30', '2020-03-01', '2020-03-16', '2020-05-08', '2024-02-21']",
ABB INC,4161.0,"['2009-12-16', '2009-12-21', '2009-12-28', '2010-01-08', '2010-01-15', '2010-01-27', '2010-01-28', '2010-02-08', '2010-03-25', '2011-01-26', '2016-05-31', '2017-04-06', '2018-09-25', '2019-02-26', '2019-04-30', '2019-08-15', '2019-08-26', '2019-09-18', '2019-11-01', '2019-11-16', '2020-08-31', '2020-09-22', '2020-11-04', '2020-12-11', '2020-12-21', '2021-01-25', '2021-02-15', '2021-03-22', '2021-04-05', '2021-04-26', '2021-05-03', '2021-06-01', '2021-06-02', '2021-06-14', '2021-07-12', '2021-10-18']",ABBV
ABB INC. (UPDATED 08-08-2018),82.0,['2018-04-18'],
"ABB OPTICAL GROUP, LLC",138.0,['2024-10-23'],VRT
ABBEVILLE COUNTY SCHOOL DISTRICT,251.0,"['2012-06-01', '2024-01-11', '2024-01-12', '2024-01-13', '2024-01-16', '2024-09-06', '2024-09-09']",
"ABBEY RESTAURANTS AND BARS USA-LA, LLC AND THE CHAPEL WEHO LLC",159.0,['2020-03-19'],
"ABBOTT HERMATOLOGY, DIAGNOSTICS DIVISION",184.0,"['2013-03-07', '2021-06-07', '2024-02-01']",
ABBOTT HOUSE - BELLEVUE I GIRLS GROUP HOME,16.0,['2010-12-28'],
ABBOTT HOUSE - CAMPUS - RTC,57.0,['2010-12-28'],
ABBOTT HOUSE - GROUP HOME,43.0,"['2010-12-28', '2011-04-28']",
ABBOTT HOUSE - QUINCY STREET GROUP HOME,20.0,['2010-12-28'],
ABBOTT LABORATORIES,608.0,"['2010-05-31', '2010-10-20', '2010-11-23', '2010-12-02', '2017-04-11', '2021-07-07', '2024-03-20']",ABT
ABBOTT POINT OF CARE,131.0,"['2011-10-01', '2014-01-01']",
ABBOTT RAPID DIAGNOSTICS,472.0,"['2012-02-28', '2023-03-01', '2023-05-16']",
ABBOTT TERRACE HEALTH CENTER,209.0,['2024-09-24'],
ABBOTT VASCULAR,2048.0,"['2010-06-10', '2012-01-25', '2012-10-17', '2013-02-21', '2014-02-18', '2014-09-17', '2014-12-02', '2015-08-05', '2016-04-07', '2016-06-08', '2020-06-18', '2024-04-03', '2025-07-18', '2026-04-14']",
ABBOTT VASCULAR-ZEVO SITE,13.0,['2014-03-11'],
ABBVIE,59.0,['2025-11-13'],ABBV
"ABBVIE BIOTHERAPEUTICS,INC.",63.0,['2013-08-28'],MU
ABBVIE INC,195.0,"['2021-07-01', '2022-03-04', '2022-09-14']",ABBV
ABBVIE STEMCENTRX,178.0,['2019-03-20'],
ABBYY,200.0,['2024-10-01'],
ABC CARPET CO. INC.,65.0,['2016-06-14'],
ABC COMPANIES,993.0,"['2012-09-01', '2012-11-15', '2013-09-19', '2014-05-12', '2020-04-07']",
"ABC EXPRESS DELIVERY SERVICE, INC.",949.0,"['2020-04-22', '2020-04-23', '2020-05-29', '2020-06-01', '2020-06-06', '2020-11-05', '2021-01-25']",MU
"ABC EXPRESS DELIVERY, INC,",62.0,['2021-01-25'],MU
ABC GROUP SALES & ENGINEERING INC.,156.0,['2024-06-24'],
ABC HOME FURNISHINGS,16.0,"['2016-06-14', '2019-11-30']",
ABC SUPPLY COMPANY,217.0,"['2010-07-01', '2023-07-14', '2023-07-17']",
ABC TECHNOLOGIES,2473.0,"['2009-12-29', '2010-01-30', '2010-02-26', '2010-03-26', '2010-04-26', '2010-05-28', '2010-07-02', '2010-07-31', '2010-09-04', '2014-09-18', '2016-07-14', '2016-09-27', '2018-11-01', '2019-08-15', '2020-04-01', '2023-01-30', '2023-02-21', '2023-08-28', '2024-01-16', '2024-06-11', '2025-04-09', '2025-11-17', '2025-12-12', '2026-03-02', '2026-03-05', '2026-03-06', '2026-03-10', '2026-03-11']",
ABC TECHNOLOGIES DBA SALGA PLASTICS,207.0,['2020-04-01'],
ABCO CARPENTRY INC.,265.0,"['2013-11-13', '2014-05-16', '2017-08-25']",
ABCO REFRIGERATION SUPPLY CORP.,32.0,['2020-03-27'],
"ABCO STEEL DOOR, LLC",135.0,"['2014-05-16', '2022-07-05', '2025-03-07']",VRT
ABENGOA (ABEINSA ABENER TEYMA),176.0,['2020-04-09'],
ABEO MANAGEMENT CORPORATION,1123.0,"['2012-11-28', '2015-03-04', '2015-03-06', '2015-03-09', '2021-04-19']",
ABERCROMBE & FITCH HCO.,2044.0,"['2010-01-23', '2011-01-22', '2011-11-05', '2012-01-14', '2012-01-21', '2012-03-24', '2012-12-29', '2013-01-26', '2013-03-26', '2018-12-17', '2019-11-27', '2020-04-08', '2020-04-28', '2020-12-24', '2023-01-12']",
ABERCROMBIE & FITCH - REVISION 1,28.0,['2020-06-26'],
ABERCROMBIE & FITCH CO. AT GALLERIA AT SOUTH BAY,21.0,['2021-11-18'],
ABERCROMBIE & FITCH CO. AT WESTMINSTER HOLLISTER,17.0,['2021-11-18'],
ABERCROMBIE & FITCH STORE 20184,46.0,['2010-01-02'],
ABERCROMBIE & FITCH USC VILLAGE,9.0,['2020-06-10'],
"ABERCROMBIE & FITCH, ABERCROMBIE KIDS, HOLLISTER CO., AND GILLY HICKS (1 SITE)",2696.0,['2020-04-10'],ANF
"ABERCROMBIE & KENT USA, LLC",61.0,['2020-09-10'],VRT
ABERCROMBIE AND FITCH MANAGEMENT CO,959.0,"['2011-07-25', '2015-07-01', '2017-06-01', '2018-04-02', '2023-01-17']",
ABERCROMBIE KIDS,724.0,"['2014-01-25', '2014-09-01', '2015-12-10', '2017-02-27', '2017-09-08', '2019-10-04', '2023-05-04', '2024-01-16', '2024-05-10']",
ABG ACQUISITION CORPORATION,120.0,"['2010-08-02', '2013-02-08']",
"ABIGAIL KIRSH II, LLC D/B/A ABIGAIL KIRSCH @THE NEW YORK BOTANICAL GARDEN (CAFÉ OPERATIONS)",103.0,"['2013-07-25', '2013-09-18']",
ABILITIES IN ACTION,48.0,['2020-03-01'],
ABILITY FIRST,214.0,"['2015-09-18', '2020-09-28', '2024-04-18']",
ABILITYWORKS,8.0,['2021-03-01'],
ABITIBI BOWATER,150.0,['2011-02-14'],
ABL SPACE SYSTEMS COMPANY,282.0,"['2013-01-04', '2014-02-04', '2024-11-19']",
ABLE INDUSTRIES INC.,10191.0,"['2011-07-18', '2011-11-30', '2012-03-14', '2012-08-01', '2013-01-01', '2013-11-27', '2014-04-01', '2014-06-01', '2014-07-03', '2014-08-01', '2014-08-05', '2014-12-01', '2015-01-07', '2015-03-06', '2015-03-10', '2015-03-11', '2015-03-13', '2015-05-17', '2015-07-21', '2017-05-03', '2017-05-22', '2018-01-29', '2018-05-01', '2018-10-29', '2019-03-12', '2019-06-25', '2019-09-06', '2020-01-29', '2020-03-26', '2020-04-06', '2020-04-07', '2020-04-08', '2020-04-10', '2020-04-13', '2020-05-04', '2020-06-30', '2020-07-01', '2020-07-08', '2020-07-09', '2020-07-20', '2020-07-30', '2020-08-01', '2020-10-01', '2021-01-01', '2021-01-29', '2021-07-01', '2021-09-01', '2022-11-01', '2023-06-19', '2023-08-01', '2023-08-23', '2023-09-21', '2024-06-04', '2025-06-24']",
ABLE SERVICES,165.0,"['2020-04-27', '2020-05-02']",
"ABLE SERVICES, INC.",593.0,"['2013-11-27', '2014-10-30', '2020-03-26', '2020-04-11', '2020-04-24', '2020-04-27', '2020-04-28', '2020-11-02', '2021-10-04', '2021-12-13', '2026-03-20']",MU
ABM,952.0,"['2019-06-11', '2020-06-30', '2021-05-06', '2024-01-19', '2025-02-28', '2025-05-01']",ABM
ABM AVIATION,1177.0,"['2018-06-07', '2018-09-01', '2020-04-07', '2020-04-15', '2020-10-01', '2020-11-20', '2021-01-21']",
ABM AVIATION INC.(DELTA AIRLINES AT JFK INTERNATIONAL AIRPORT. TERMINALS 2 AND 4),528.0,['2019-01-28'],
ABM AVIATION LAX EMPLOYEE PARKING SHUTTLE,61.0,['2020-10-08'],
"ABM AVIATION, DELTA CATERING",219.0,['2022-01-26'],
"ABM AVIATION, INC",3058.0,"['2017-09-25', '2017-11-09', '2018-02-26', '2018-08-20', '2018-11-16', '2019-03-08', '2019-09-22', '2020-03-18', '2020-03-19', '2020-03-20', '2020-06-02', '2020-08-25', '2020-10-07', '2020-10-12', '2020-10-14', '2020-10-16', '2020-11-01', '2021-06-17', '2021-12-03']",MU
"ABM AVIATION, INC. (TAXI OPERATIONS WITH PORT AUTHORITY OF NEW YORK AND NEW JERSEY - LGA AIRPORT)",55.0,['2020-08-19'],
"ABM AVIATION, INC. AND ABM INDUSTRY GROUPS, LLC (COLLECTIVELY, “ABM”)",353.0,['2024-08-30'],ABM
ABM C/O THE HERTZ CORPORATION - CVG,55.0,['2020-09-22'],
ABM EDUCATIONAL SERVICES INC.,1341.0,"['2011-10-31', '2013-07-29', '2020-04-16', '2020-05-14', '2020-06-25', '2020-11-17', '2021-02-17', '2021-08-24', '2022-12-21', '2026-01-12', '2026-04-22', '2026-04-30']",
ABM ENGINEERING SERVICES,120.0,"['2010-10-08', '2016-09-14', '2018-02-02']",
ABM GENERAL SERVICES,2296.0,"['2011-03-14', '2014-01-17', '2014-06-03', '2019-10-01', '2020-03-16', '2020-03-30', '2020-08-01', '2023-02-24', '2024-03-19']",
"ABM GENERAL SERVICES, INC. AT FAT 1 AMAZON",333.0,['2024-01-31'],
ABM HEALTHCARE SUPPORT SERVICES,1727.0,"['2010-03-01', '2013-09-01', '2013-12-01', '2015-04-02', '2015-07-10', '2015-09-28', '2015-12-29', '2016-08-01', '2016-10-31', '2017-01-27', '2020-06-05', '2023-11-17', '2024-03-01', '2024-11-01']",
ABM HEALTHCARE SUPPORT SVS INC. *UPDATE*,56.0,['2023-11-22'],
ABM INC.,354.0,"['2018-10-25', '2020-09-22', '2020-09-29', '2020-10-06', '2020-12-22']",
ABM INDUSTRIES,936.0,"['2010-04-05', '2012-08-06', '2018-01-31', '2018-12-21', '2020-05-01', '2021-05-26', '2021-11-04', '2022-07-06', '2024-09-19', '2024-12-12', '2025-04-30']",ABM
ABM INDUSTRIES - 1120,44.0,['2022-08-30'],
ABM INDUSTRIES - 915 GESSNER,13.0,['2022-08-30'],
ABM INDUSTRIES AT THE UNIVERSITY OF TEXAS SAN ANTONIO,164.0,"['2021-02-23', '2023-05-15']",
"ABM INDUSTRIES GROUPS, LLC - FULBRIGHT TOWER",18.0,['2022-03-15'],
"ABM INDUSTRIES GROUPS, LLC - HOUSTON 1",164.0,"['2016-10-24', '2022-03-15']",
ABM INDUSTRIES INC./ABM AVIATION,65.0,['2018-01-18'],
ABM INDUSTRIES INCORPORATED,1341.0,"['2010-07-19', '2011-04-01', '2013-03-28', '2014-07-02', '2014-12-01', '2015-03-11', '2016-03-14', '2017-03-01', '2019-07-02', '2020-04-20', '2020-08-24', '2023-01-20', '2023-03-13', '2023-12-07', '2025-07-29', '2025-11-17', '2025-11-19', '2025-11-20']",ABM
"ABM INDUSTRIES, INC. FLOWERS BAKING COMPANY",256.0,"['2010-03-30', '2011-12-30', '2024-01-09']",ABM
ABM INDUSTRY GROUP,2168.0,"['2018-01-23', '2019-03-01', '2020-11-20', '2021-04-16', '2021-05-11', '2021-05-21', '2022-01-14', '2022-01-19', '2022-01-21', '2022-04-20', '2022-06-06', '2022-09-07', '2022-12-14', '2024-01-18', '2024-03-30', '2024-08-15', '2026-04-07']",
"ABM INDUSTRY GROUPS, INC.",1204.0,"['2016-01-05', '2019-03-13', '2020-04-15', '2021-04-27']",MU
"ABM INDUSTRY GROUPS, LLC DBA META",509.0,"['2020-03-30', '2022-07-11']",
ABM JANITORIAL,7.0,['2025-09-01'],
ABM JANITORIAL SERVICES,1496.0,"['2013-11-26', '2014-09-30', '2015-09-22', '2020-03-27', '2022-03-07', '2023-04-06']",
ABM JANITORIAL SERVICES- NORTHERN CALIFORNIA,1784.0,"['2010-03-31', '2012-08-15', '2019-03-07', '2021-03-04', '2022-01-28', '2023-03-06', '2023-03-15', '2023-04-26', '2023-06-07', '2023-09-06', '2024-01-08', '2024-04-23', '2024-05-14', '2024-05-20', '2024-06-03', '2024-06-17']",
ABM TEXAS (TCC NORTHEAST),92.0,['2024-08-08'],
ABM TEXAS (TCC TRINITY),23.0,['2024-08-08'],
ABM TEXAS GENERAL SERVICES (SMU),508.0,"['2022-06-15', '2023-01-27', '2025-12-22']",
ABM'S B&I GROUP,72.0,['2020-04-18'],
"ABM, INC. (HERTZ)",67.0,['2020-09-22'],ABM
"ABM, INC. 2020",81.0,['2020-10-01'],ABM
ABM. INC. NOVA SOUTHEASTERN UNIVERSITY,309.0,"['2020-07-23', '2020-10-12']",
"ABM/GCA EDUCATION SERVICES, INC. VOLUSIA COUNTY PUBLIC SCHOOLS",166.0,['2022-05-05'],
ABM/GCA VEHICLE SERVICES,80.0,['2018-05-25'],
ABM/GCA VEHICLE SERVICES FT. LAUDERDALE - HOLLYWOOD INTERNATIONAL AIRPORT,1282.0,"['2018-05-31', '2020-03-30', '2020-04-17', '2020-06-02', '2020-07-09', '2025-09-30']",
ABM@AVIS DFW,143.0,['2022-06-29'],
ABOVE THE DIRT LLC,865.0,"['2020-04-06', '2020-06-30', '2025-10-16']",
ABQC CORPORATION,1103.0,"['2010-11-02', '2011-08-11', '2011-11-29', '2015-11-01', '2016-04-28', '2017-09-05', '2019-02-18', '2021-07-15', '2022-03-16', '2022-03-22', '2023-12-01', '2024-03-22', '2024-11-26', '2024-12-03', '2025-01-07']",
ABRA,12.0,['2022-06-30'],ABRFL.BO
ABRA AUTOMOTIVE SYSTEMS INC,250.0,"['2019-03-01', '2020-03-24', '2022-12-19']",
ABRAXAS CENTER FOR ADOLESCENT FEMALES,111.0,['2011-08-01'],
ABRAXAS II AND ERIE RESIDENTIAL MENTAL HEALTH,167.0,"['2013-06-01', '2022-02-16']",
ABRAZO HEALTH CARE,201.0,"['2011-01-07', '2013-11-19', '2014-01-21', '2014-02-04', '2014-05-27', '2015-05-05']",
ABRAZO SCOTTSDALE CAMPUS,49.0,['2018-07-13'],
ABS GLOBAL,3710.0,"['2011-07-22', '2020-05-09', '2020-05-11', '2020-07-09', '2020-09-19', '2024-02-13', '2024-02-19', '2024-04-11', '2024-05-09', '2025-04-01']",0P0001EBUE
ABS GLOBAL TRADING LTD. DBA BITMEX,29.0,['2021-11-15'],
"ABS GLOBAL, GENUS INTELLIGEN TECHNOLOGIES (WINDSOR)",29.0,"['2024-02-27', '2026-03-13']",0P0001EBUE
ABSCI,544.0,"['2011-08-26', '2012-06-01', '2012-11-01', '2013-03-22', '2022-08-09', '2023-09-05', '2025-06-19']",ABSI
ABSINTHE BRASSERIE & BAR,83.0,['2017-06-21'],
ABSOLUTE PLASTICS LLC,266.0,"['2018-01-11', '2019-05-01', '2020-05-07', '2024-09-04']",
"ABSOLUTE SCREENPRINT, INC.",3254.0,"['2010-01-31', '2010-02-14', '2010-03-01', '2010-04-05', '2011-05-01', '2012-10-22', '2012-11-07', '2013-06-20', '2014-01-16', '2014-11-21', '2015-02-03', '2015-10-01', '2015-12-15', '2016-06-02', '2016-08-29', '2017-06-13', '2018-01-30', '2018-02-01', '2018-09-18', '2018-11-09', '2019-02-05', '2019-02-06', '2019-02-12', '2019-09-06', '2020-02-12', '2020-04-03', '2020-05-29', '2020-06-24', '2020-07-01', '2020-09-01', '2022-07-11', '2023-02-22', '2024-02-15', '2024-08-20', '2024-09-18']",MU
ABSOLUTE SOFTWARE,40.0,['2023-04-06'],
"ABT GLOBAL, INC.",241.0,['2025-02-03'],MU
"ABX AIR, INC.",31.0,"['2010-01-05', '2010-05-04']",MU
ABZENA (SAN DIEGO) INC.,66.0,['2023-01-23'],
AC FABRICATED PRODUCTS-GROVE HILL,70.0,['2011-06-27'],
AC HOTEL,31.0,['2020-07-14'],
AC HOTEL NATIONAL HARBOR,84.0,"['2020-06-18', '2025-02-27']",
AC HOTEL SAN JOSE DOWNTOWN,140.0,"['2020-04-01', '2020-04-03', '2020-08-12', '2020-09-28']",
AC INCORPORATED,2506.0,"['2010-11-01', '2011-01-01', '2011-02-08', '2011-04-29', '2013-12-04', '2015-01-13', '2016-09-12', '2017-01-03', '2018-02-05', '2018-09-17', '2019-03-04', '2019-04-09', '2019-04-17', '2020-03-20', '2020-08-03', '2020-08-11', '2023-04-04', '2023-11-01', '2025-12-15', '2026-04-10']",ARAY
AC SLOTS,100.0,['2013-01-01'],
ACADEMY,1750.0,"['2021-06-01', '2022-04-07', '2022-06-18', '2022-11-07', '2023-03-30', '2024-07-02']",ASO
ACADEMY MORTGAGE,250.0,['2024-04-15'],
ACADEMY MUSEUM OF MOTION PICTURES,12.0,"['2021-01-28', '2021-04-06']",
ACADEMY OF ART UNIVERSITY,428.0,"['2015-07-01', '2020-04-03', '2020-09-24', '2020-11-10']",
ACADEMY OF MAGICAL ARTS,675.0,"['2019-07-24', '2020-04-01', '2025-12-09']",
ACADEMY OF MOTION PICTURE ARTS AND SCIENCES,1485.0,"['2010-03-29', '2012-05-04', '2012-12-13', '2013-06-24', '2018-05-31', '2018-07-13', '2019-04-26', '2020-04-13', '2020-07-13', '2021-01-28', '2021-02-23', '2022-11-01', '2025-06-17', '2026-02-27', '2026-04-20']",
ACADEMY OF OUR LADY OF GOOD COUNSEL HIGH SCHOOL,48.0,['2015-04-13'],
ACADEMY SPORTS & OUTDOORS HEADQUARTERS,57.0,['2018-01-22'],
ACARA SOLUTIONS DBA SUPERIOR TALENT RES,558.0,"['2011-07-25', '2015-10-18', '2016-04-26', '2018-06-13', '2020-03-30', '2020-05-21', '2020-07-31']",
ACAST,197.0,"['2014-05-21', '2020-06-18', '2022-09-15']",ACAST.ST
ACC PREMIERE,161.0,"['2025-07-01', '2025-09-02']",
ACCC INSURANCE COMPANY,396.0,"['2019-02-18', '2020-12-21']",
ACCEL,246.0,['2026-04-30'],ACEL
ACCEL PERFORMANCE GROUP LLC,294.0,"['2015-11-16', '2019-09-26', '2025-04-15']",
"ACCELERATE 360 DISTRIBUTION, LLC",181.0,"['2025-04-25', '2025-04-28', '2025-06-03']",VRT
"ACCELERATE360 DISTRIBUTION, LLC (DAKOTA MERCHANDISING REMOTE WORK UNIT)",194.0,"['2025-04-25', '2025-04-28']",
"ACCELERATED CLINICAL LABS, INC.",67.0,['2023-02-15'],MU
"ACCELERED, LLC",282.0,"['2025-08-04', '2025-10-14', '2026-01-23']",VRT
ACCELL NORTH AMERICA,6128.0,"['2012-04-03', '2013-08-19', '2013-09-19', '2014-11-21', '2016-12-01', '2017-01-19', '2017-08-29', '2017-09-01', '2017-09-06', '2017-09-08', '2017-10-17', '2018-10-01', '2019-03-22', '2019-05-31', '2019-08-30', '2020-03-26', '2020-04-30', '2020-07-02', '2022-09-30', '2023-09-29', '2024-04-23', '2025-05-07', '2025-08-13', '2025-08-14', '2025-09-02', '2025-10-01', '2025-10-02', '2026-03-31', '2026-04-02']",
ACCELLA POLYURETHANE SYSTEMS LLC,71.0,['2023-01-12'],
ACCELORE GROUP-AMAZON LOGISTICS (DDA9- FORT WORTH),107.0,['2025-09-17'],
ACCELORE GROUP-AMAZON LOGISTICS (DDF2-BALCH SPRINGS),107.0,['2025-09-17'],
ACCENT MARKETING,60.0,['2013-08-15'],
"ACCENT MARKETING SERVICES, LLC",3908.0,"['2010-01-06', '2010-06-17', '2010-07-05', '2010-09-04', '2010-09-30', '2010-11-05', '2010-11-30', '2011-05-31', '2011-12-07', '2012-12-10', '2013-01-10', '2013-06-14', '2013-07-29', '2013-12-20', '2014-02-17', '2014-05-28', '2014-08-21', '2016-07-29', '2016-09-08', '2017-05-03', '2017-05-18', '2018-05-04', '2018-07-06', '2019-02-25', '2019-04-25', '2020-01-24', '2020-03-24', '2020-07-06', '2020-08-17', '2022-01-14', '2024-11-04', '2025-04-07']",VRT
ACCENTURE,825.0,"['2020-05-20', '2022-09-23', '2023-01-12', '2023-04-21', '2023-05-05', '2023-08-28', '2023-12-13', '2025-05-01', '2025-05-14', '2026-03-31']",ACN
ACCENTURE 2019,50.0,['2019-11-01'],
ACCENTURE AUSTIN),1118.0,"['2023-05-16', '2023-06-15', '2023-10-10']",
ACCENTURE TECHNOLOGY,313.0,"['2011-03-14', '2011-04-27', '2011-06-06', '2023-10-09']",
ACCESS - SUPPORTS FOR LIVING INC. (AT U.S. MERCHANT MARINE ACADEMY),316.0,"['2015-02-12', '2018-06-01', '2019-03-28', '2019-07-08', '2020-08-28']",
ACCESS BUSINESS GROUP LLC,304.0,"['2015-02-03', '2021-12-01']",
"ACCESS COURIER, INC.",346.0,"['2011-07-01', '2014-11-24', '2019-12-02', '2023-05-15', '2023-06-05', '2025-08-05']",MU
"ACCESS COURIER, INC. AND CONTRACTOR SOLUTIONS, LLC",72.0,"['2014-12-17', '2020-07-07']",VRT
ACCESS EAST,31.0,['2026-01-20'],
ACCESS GROUP,150.0,['2011-12-11'],7042.T
ACCESS MEDIQUIP,124.0,"['2015-05-14', '2015-05-15']",
"ACCESS SYSTEMS AMERICAS, INC.",67.0,"['2010-08-31', '2010-09-15']",MU
ACCESSO,171.0,"['2015-09-15', '2023-08-09']",LQG.F
ACCESSO LLC,133.0,['2023-07-01'],
"ACCLARENT, INC.",609.0,"['2011-12-31', '2012-03-31', '2012-06-30', '2013-02-21', '2013-03-27', '2015-07-15', '2015-09-04', '2019-03-01', '2022-11-14', '2023-03-20', '2024-03-06']",MU
ACCO BRANDS,26.0,['2018-01-22'],ACCO
ACCO BRANDS USA LLC,153.0,"['2018-08-28', '2019-09-23', '2020-04-01']",
ACCOLADE,57.0,"['2023-03-03', '2023-08-04']",
"ACCOUNT CONTROL TECHNOLOGY, INC.",260.0,"['2018-06-15', '2018-12-27']",MU
"ACCOUNTABLE HEALTHCARE, IPA",66.0,['2018-01-02'],VXX
"ACCREDITED DEBT RELIEF, INC.",846.0,"['2020-04-30', '2020-05-27', '2020-07-02']",MU
ACCREDITED HOME HEALTH SERVICES,235.0,"['2020-05-01', '2020-06-24', '2022-01-31']",
ACCUFLEET INTERNATIONAL,534.0,"['2014-01-27', '2021-01-25', '2021-01-28', '2023-02-22']",
ACCUPAC,260.0,['2026-05-01'],
ACCUQUEST HEARING AID CENTER-A HEARING LIFE COMPANY,8.0,"['2020-05-11', '2020-05-12']",
ACCURATE DIAGNOSTIC LABORATORIES,263.0,"['2021-08-03', '2022-11-01', '2022-12-01']",
"ACCURATE METAL FABRICATORS, LLC.",100.0,['2010-04-05'],VRT
ACCURATE METAL SOLUTIONS,961.0,"['2009-12-10', '2013-05-01', '2013-11-16', '2013-11-18', '2022-03-10']",
ACCURUS AEROSPACE CORPORATION,122.0,"['2016-09-29', '2020-05-15']",
ACDI VOCA,137.0,"['2025-03-06', '2025-06-06', '2025-07-02', '2025-08-28']",
ACE BEVERAGE LLC,530.0,"['2018-12-07', '2018-12-26', '2020-11-09']",
ACE DRAGON WOK (WAA HOSPITALITY LLC),35.0,['2026-01-27'],
ACE GENERAL STORE,67.0,"['2019-05-12', '2020-04-09', '2025-05-01']",
ACE HARDWARE,181.0,['2021-10-11'],ACEHF
ACE HARDWARE CORPORATION,1305.0,"['2011-09-09', '2013-03-29', '2014-05-09', '2014-09-25', '2023-02-13', '2023-03-17', '2023-06-30', '2025-08-21']",
ACE HARDWARE_ OHIO RETAIL SUPPORT CENTER,105.0,['2014-05-27'],
"ACE HOTEL CHICAGO, LLC",704.0,"['2020-06-02', '2020-10-06', '2022-03-07']",VRT
ACE HOTEL GROUP LLC - ACE HOTEL DTLA,466.0,"['2020-05-18', '2021-02-18', '2024-01-17']",
ACE HOTEL NEW ORLEANS,1074.0,"['2012-09-13', '2014-05-05', '2018-12-12', '2019-07-31', '2019-08-02', '2019-11-18', '2020-08-20', '2020-09-01', '2022-03-22']",
ACE HOTEL PALM SPRINGS LLC,427.0,"['2011-10-20', '2015-01-08', '2020-05-21', '2020-06-08', '2020-06-15', '2020-06-18', '2021-01-19']",
"ACE INTERNATIONAL, LLC",1725.0,"['2010-06-09', '2012-11-09', '2013-07-23', '2013-11-02', '2015-04-01', '2015-07-31', '2015-09-21', '2017-11-08', '2018-02-28', '2020-02-11', '2020-03-31', '2020-11-30', '2022-05-05', '2022-05-27', '2022-10-03', '2022-10-31', '2024-10-21', '2024-11-18', '2025-11-11']",VRT
ACE PARKING,143.0,"['2010-12-13', '2023-08-15']",
"ACERO CHARTER SCHOOLS, INC. (AT FIVE CHICAGO ELEMENTARY SCHOOLS)",529.0,"['2020-05-04', '2020-09-14', '2025-04-03', '2025-10-01']",
"ACERO CHARTER SCHOOLS, INC. (SOR JUANA INES DE LA CRUZ K-12)",58.0,['2025-04-03'],
ACF INDUSTRIES LLC,997.0,"['2011-05-13', '2015-11-01', '2019-11-01', '2020-04-09', '2020-04-10', '2023-05-25', '2024-05-03', '2024-08-07', '2026-02-24']",
ACF INDUSTRIES LLC MILTON PLANT,332.0,"['2019-08-01', '2020-03-02', '2020-03-17', '2020-04-01']",
ACG BIOLOGICS,279.0,['2025-09-16'],
ACG DELIVERY LLC,71.0,['2021-09-16'],
"ACHAOGEN, INC.",168.0,"['2018-11-02', '2018-11-13']",MU
"ACHIEVE NY, BROADWAY (COUNTRY VALLEY INDUSTRIES - CVI)",30.0,['2017-03-28'],
"ACHIEVE NY, RIVERSIDE DR. (COUNTRY VALLEY INDUSTRIES - CVI)",5.0,['2017-03-28'],
"ACI GLASS PRODUCTS, LLC",206.0,"['2011-07-15', '2025-12-16']",VRT
"ACISION, LLC",323.0,"['2014-07-11', '2014-11-07', '2017-04-28', '2020-03-26', '2020-06-01', '2020-07-14', '2025-01-06']",VRT
ACKO,105.0,"['2020-04-01', '2026-04-20']",ACKOYXX
ACLARA,79.0,['2013-04-26'],ARA.TO
"ACLARA METERS, LLC",775.0,"['2010-07-05', '2010-07-06', '2013-05-06', '2014-06-28', '2019-12-11', '2020-02-25', '2020-04-06', '2021-02-24']",VRT
"ACLARIS THERAPEUTICS, INC.",6452.0,"['2009-12-28', '2010-07-25', '2011-02-06', '2011-02-15', '2011-03-04', '2011-04-11', '2011-04-19', '2011-12-01', '2011-12-30', '2012-01-27', '2012-10-29', '2013-03-11', '2013-04-08', '2013-05-01', '2013-10-01', '2013-12-01', '2013-12-31', '2014-01-31', '2014-02-28', '2014-03-31', '2014-04-01', '2014-04-29', '2014-07-31', '2014-08-21', '2015-01-06', '2015-04-01', '2015-10-05', '2015-10-27', '2016-08-04', '2016-08-25', '2016-09-01', '2016-09-28', '2016-11-03', '2016-11-30', '2016-12-22', '2017-02-23', '2017-09-27', '2017-11-16', '2018-01-25', '2018-08-02', '2018-09-20', '2019-09-01', '2019-10-11', '2020-04-11', '2020-10-30', '2021-02-22', '2021-03-04', '2021-06-01', '2022-02-07', '2022-08-17', '2022-09-13', '2022-10-25', '2022-11-03', '2023-07-01', '2023-07-06', '2023-07-27', '2023-09-11', '2024-10-23', '2024-10-31', '2025-01-30', '2025-03-19', '2025-04-01', '2025-06-26', '2025-07-08', '2025-07-16', '2025-07-17', '2025-12-01']",ACRS
ACLU OF SOUTHERN CALIFORNIA,620.0,"['2020-05-22', '2020-09-17', '2025-01-14']",
